CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1227628,1,1,36,1,Male,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1227629,1,1,60,1,Male,CT,,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,8,Improper Turn,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Meriden,UnitedStates,2,State,FL,4,1,No,1,Not Transported,,
1227637,1,1,37,2,Female,CT,6516,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1228824,2,2,30,1,Male,CT,6484,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Shelton,UnitedStates,2,State,CT,1,2,Yes,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1227644,2,2,60,1,Male,CT,6516,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,,,11,West Haven,UnitedStates,2,State,CT,1,2,Yes,1,Not Transported,,
1227650,1,1,37,2,Female,CT,6512,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,East Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229177,1,1,63,1,Male,CT,6517,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1227654,2,2,60,1,Male,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229179,2,2,30,1,Male,CT,6512,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,East Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229518,1,1,85,2,Female,CT,6515,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1228433,1,1,23,1,Male,CT,6519,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,2,Deployed-Front,1,No,3,Failed to Yield Right-of-Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,7,"International License (other than Mexico, Canada)",CT,99,1,No,1,Not Transported,,
1228438,1,1,60,1,Male,CT,6516,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,,,CT,,,,1,Not Transported,,
1228438,2,2,46,2,Female,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,East Haven,UnitedStates,,,CT,,,,1,Not Transported,,
1229519,1,1,43,1,Male,CT,,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,2,Deployed-Front,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1228440,2,2,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,1,No,3,Failed to Yield Right-of-Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,,,,,,,1,Not Transported,,
1228446,1,1,35,2,Female,MI,48226,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Detroit,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229519,2,2,22,2,Female,CT,,1,Driver,B,Suspected Minor Injury (B),3,"Emotional (depressed, angry, disturbed, etc.)",3,"Emotional (depressed, angry, disturbed, etc.)",1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,1,No,4,Ran Red Light,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1228448,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1229529,2,2,27,2,Female,WY,82716,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Gillette,UnitedStates,2,State,WY,3,1,No,1,Not Transported,,
1230881,1,1,61,1,Male,CT,6511,1,Driver,C,Possible Injury (C),99,Unknown,99,Unknown,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,1,No,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1231162,2,2,35,1,Male,CT,,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,1,Not Licensed,,0,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1228821,1,1,44,2,Female,CT,6405,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Branford,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1228824,1,1,37,1,Male,CT,6513,1,Driver,O,No Apparent Injury (O),5,Asleep or Fatigued,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,1,No,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231163,2,2,64,1,Male,CT,6513,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,NY,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1229170,1,2,50,2,Female,CT,6605,1,Driver,O,No Apparent Injury (O),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Bridgeport,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231170,1,1,65,1,Male,CT,6514,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,6,Deployed-Combination,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1229177,2,2,30,2,Female,CT,6516,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,5,"Other Activity, Electronic Device",,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,West Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229179,1,1,40,1,Male,CT,6112,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hartford,UnitedStates,2,State,CT,2,2,Yes,1,Not Transported,,
1231174,2,2,45,1,Male,CT,6513,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1231382,1,1,27,1,Male,CT,6519,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,1,No,5,Ran Stop Sign,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1231722,1,1,73,2,Female,CT,6519,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231725,2,2,47,2,Female,CT,6705,1,Driver,C,Possible Injury (C),97,Other,97,Other,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Waterbury,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,OTHER HOSPITAL
1229529,1,1,48,2,Female,CT,6511,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229529,3,3,50,1,Male,CT,6514,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,,,11,Hamden,UnitedStates,2,State,CT,2,2,Yes,1,Not Transported,,
1232153,1,1,35,2,Female,CT,6519,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1229530,1,1,34,2,Female,CT,6518,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,3,Infraction,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Derby,UnitedStates,1,Not Licensed,,,,,1,Not Transported,,
1229536,1,1,37,2,Female,CT,6614,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,3,Infraction,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,6,Disregarded Other Traffic Sign,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Stratford,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1232171,2,2,21,2,Female,IL,60617,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Chicago,UnitedStates,2,State,IL,4,1,No,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1230895,1,1,43,2,Female,CT,6519,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,99,Unknown,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1232916,2,2,82,1,Male,CT,6517,1,Driver,C,Possible Injury (C),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,2,Deployed-Front,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1232919,1,1,29,2,Female,CT,6513,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231163,3,3,36,2,Female,CT,6511,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231163,1,1,29,1,Male,CT,6514,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,3,Failed to Yield Right-of-Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231169,2,3,55,1,Male,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,3,Failed to Yield Right-of-Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231169,1,1,34,1,Male,CT,6513,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,1,Not Licensed,,88,,,1,Not Transported,,
1232919,2,2,56,1,Male,CT,6513,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1233222,1,1,18,1,Male,CT,6513,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1233226,1,1,20,2,Female,CT,6511,1,Driver,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,2,State,CT,4,1,No,1,Not Transported,,
1231382,2,2,45,1,Male,CT,,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,1,Not Licensed,,0,1,No,1,Not Transported,,
